compound,flat_state
Cr1 Tc2 Tl1,1
Cr1 Mg2 P1,1
Cl1 Mn2 Zn1,1
Fe1 Hg2 Os1,1
Ge1 In2 Mg1,1
Cr1 K2 Si1,1
Ge1 Nb2 Si1,1
Cr1 Hg2 P1,1
Mg1 Ta2 Ti1,1
In1 Os2 Ta1,1
Li1 Mn2 Ru1,1
Hg1 Ta2 Te1,1
Mn1 V2 W1,1
Ir1 Na2 Os1,1
Hg1 Rh2 Te1,1
Ag1 Cl2 V1,1
K1 Mo2 P1,1
Os1 Tc2 V1,1
Ag1 Ca2 Ga1,1
Hf1 Sb2 Zr1,1
Nb1 Rh2 Te1,1
Be1 Bi2 Na1,1
Bi1 Na2 Rh1,1
Ba1 Ga2 Ir1,1
Os1 Tc2 Te1,1
Hf1 Pd2 Rh1,1
Cl1 In2 P1,1
Na1 W2 Zn1,1
Al1 Mn2 Zr1,0
Au1 Cl2 Cu1,1
Cu1 Hf2 Rh1,1
As1 Au2 Mn1,1
As1 Br2 Sb1,1
Au1 Ni2 Ru1,1
Ga1 Hg2 V1,1
Ir1 Na2 Pb1,1
Te1 V2 W1,1
Ba1 Se2 Tl1,1
Ba1 Br2 Cr1,1
Ga1 Tc2 Tl1,1
B1 Os2 Ti1,1
B1 Mn2 W1,1
Hf1 Na2 Tl1,1
Be1 Co2 K1,1
Hg1 Rh2 W1,1
Br1 Mn2 Ru1,1
Ca1 Co2 Zr1,1
Al1 Ga2 Nb1,1
Ag1 Sr2 Ti1,1
Ag1 Ca2 Ru1,1
Br1 Pt2 Te1,1
Ge1 Pd2 Ti1,1
Br1 Nb2 Tc1,1
Hg1 Pb2 Tl1,1
Ca1 Co2 Os1,1
Ba1 Sb2 Sn1,1
P1 Rh2 Ru1,1
B1 Li2 Na1,1
Ba1 Nb2 Sr1,1
Cd1 Na2 Ta1,1
Ga1 Hf2 Pd1,1
Bi1 Mo2 Ti1,1
Mo1 Ni2 Pt1,1
Cu1 Ti2 V1,1
Bi1 Nb2 Re1,1
Al1 Co2 In1,1
P1 Rh2 Zn1,1
Bi1 Co2 Pt1,1
As1 Pb2 Te1,1
Cd1 Fe2 Sr1,1
Au1 Cd2 Co1,1
Au1 Rh2 Sb1,1
Bi1 Ti2 V1,1
In1 Pt2 Zr1,1
Ag1 Pd2 Ti1,1
Br1 K2 Na1,1
Cl1 Co2 Cu1,1
Ni1 Ta2 Ti1,0
Ca1 Co2 Pd1,1
Cr1 Fe2 Rh1,0
Al1 Re2 V1,1
Pd1 Se2 V1,0
Au1 Pd2 Tl1,1
Al1 Ir2 Os1,1
Ge1 Mn2 Os1,1
In1 K2 V1,1
Ga1 K2 Mo1,1
As1 Cu2 Na1,1
B1 Ba2 Br1,1
Hf1 Ni2 Zr1,1
B1 Cd2 Ir1,1
Ag1 Pb2 Pt1,1
B1 Re2 Zn1,1
As1 Hf2 Sb1,1
Ga1 Li2 Re1,1
As1 Cr2 Tl1,1
Co1 Ir2 K1,1
Cu1 Hg2 Pb1,1
Hf1 Ru2 Se1,1
Bi1 Cd2 Tc1,1
Ba1 Sn2 Ta1,1
Be1 Sr2 V1,1
Au1 Hg2 Zr1,1
Fe1 P2 Pt1,1
Cl1 Pb2 Ru1,1
Nb1 Os2 Ru1,1
As1 Cd2 Se1,1
Os1 Rh2 Ta1,1
Ag1 Li2 Pb1,1
Ir1 Tc2 Zr1,1
Bi1 Ru2 W1,1
Ir1 Mg2 W1,1
Cl1 Hf2 Mg1,1
Ir1 Os2 Re1,1
Mg1 Mo2 Sn1,1
Au1 Co2 Zr1,1
Au1 Nb2 Re1,1
Co1 Ge2 Sn1,1
Al1 In2 Tl1,1
K1 Pb2 Si1,1
Se1 W2 Zn1,1
Ag1 Rh2 Ru1,1
Ca1 Cl2 K1,1
In1 Mg2 Os1,1
Pt1 Tc2 Ti1,1
Cl1 K2 V1,1
Au1 Na2 Ni1,1
K1 Sb2 W1,1
Au1 Ca2 Mn1,1
Be1 Os2 Pb1,1
Br1 Cu2 Tl1,1
Ag1 P2 Zn1,1
Br1 Mo2 Se1,1
Os1 Pd2 Ti1,1
Fe1 Ge2 Se1,1
Bi1 Pt2 Si1,1
B1 Pd2 Ru1,0
Co1 Pd2 Ta1,1
B1 Cd2 Hg1,1
Ta1 Ti2 Tl1,1
Cr1 Hf2 Sn1,0
Nb1 Pt2 Se1,1
K1 Mg2 Re1,1
Cd1 Na2 Pb1,1
Ca1 Nb2 Pt1,1
Ag1 Au2 Se1,1
Al1 Cd2 Mg1,1
Se1 Si2 Zr1,1
Al1 Pb2 Rh1,1
B1 Fe2 Pb1,1
As1 Pd2 Sn1,1
Bi1 Re2 Te1,1
Br1 Ge2 Ir1,1
Pd1 Sr2 Tc1,1
Br1 K2 Nb1,1
Al1 As2 Rh1,1
B1 Ga2 Ta1,1
K1 Mn2 Sr1,1
Ba1 Be2 Tc1,1
Ir1 Sn2 Zn1,1
Fe1 In2 Li1,1
Ca1 Mo2 Rh1,1
Rh1 V2 Zn1,1
Cl1 Te2 Ti1,1
Br1 Fe2 Hf1,1
Cr1 Ir2 V1,1
Ge1 Pt2 Ru1,1
Hg1 Mn2 Mo1,1
Ag1 Fe2 Pt1,1
Au1 Te2 Zr1,1
Ag1 Ba2 Ir1,1
Au1 Co2 Ga1,1
Ba1 Br2 W1,1
Al1 Ir2 Pd1,1
B1 Ga2 Os1,1
Li1 Mg2 Se1,1
Br1 Si2 Zr1,1
Al1 Hf2 In1,1
As1 Mg2 Nb1,0
Br1 K2 Li1,1
B1 Co2 Re1,1
Al1 Ca2 Cu1,1
Bi1 In2 Sr1,1
Fe1 Hf2 Sr1,1
Pt1 Rh2 Ru1,1
Mg1 Mo2 Tc1,1
Mg1 Mn2 Pt1,0
Cd1 Ge2 P1,0
Cr1 Mo2 Se1,1
Be1 Ga2 Ge1,1
Be1 Cd2 Cr1,1
As1 Fe2 Pd1,1
Mo1 Ni2 V1,1
Ca1 In2 V1,1
Al1 Re2 Ru1,1
Cl1 Ga2 Ir1,1
Al1 Au2 Tc1,1
Cl1 In2 Zr1,1
Li1 Mg2 Si1,1
Hg1 Ni2 Sb1,1
Ba1 Cl2 Os1,1
Cd1 Fe2 Pt1,1
Fe1 Sn2 Ta1,1
Br1 Ni2 P1,1
Cu1 Fe2 Ir1,1
Ca1 Rh2 Tl1,1
P1 Si2 Sn1,1
Bi1 Ge2 Zr1,1
Be1 Nb2 Rh1,1
Ge1 Se2 Tc1,1
Au1 Sr2 W1,1
B1 Cr2 Os1,1
Bi1 Ni2 Te1,1
Au1 Rh2 Tc1,1
Au1 Cr2 Rh1,1
Ag1 Cr2 Cu1,1
Mo1 Ta2 Te1,1
Cr1 In2 Pt1,1
Br1 Te2 Zr1,0
Ir1 Re2 Tc1,1
Ba1 Hg2 P1,1
Ir1 Rh2 Sn1,1
Ba1 Br2 Pb1,1
Al1 P2 Ti1,1
Mg1 W2 Zn1,1
Li1 Mg2 Re1,1
As1 Hg2 Rh1,1
Co1 Li2 Tl1,1
Ba1 Br2 Fe1,1
Fe1 Sn2 Zn1,1
Cl1 Co2 Li1,1
Cr1 Nb2 Zn1,1
In1 Os2 Ti1,1
B1 Fe2 Mo1,1
Re1 Ta2 Tl1,1
Nb1 Te2 V1,1
Be1 Mn2 Si1,1
Br1 Zn2 Zr1,1
Hf1 K2 P1,1
Cu1 Si2 Te1,1
Ge1 Hg2 In1,1
Cr1 Cu2 Pt1,1
Ni1 Se2 Si1,1
Au1 Se2 Zr1,1
Re1 Rh2 Zr1,1
Au1 Bi2 Ru1,1
As1 Na2 Sr1,1
Ag1 Cu2 Li1,1
Ag1 Hf2 In1,1
Nb1 Os2 Tl1,1
Cu1 In2 Sr1,1
Si1 Ta2 Zr1,1
Cl1 Ga2 Se1,1
In1 P2 Zr1,1
Au1 Pt2 Te1,1
Al1 Cd2 Na1,1
Ga1 Ir2 Tc1,1
Bi1 Ir2 Mg1,1
Ag1 Re2 Sr1,1
Ga1 Re2 Zr1,1
Hf1 Mo2 Tl1,1
Mn1 Nb2 V1,1
Be1 Sn2 Te1,1
B1 Ti2 Zr1,1
Au1 Ge2 Si1,1
K1 Mn2 Na1,1
In1 Mn2 Nb1,1
Cu1 Mg2 Mo1,1
Ag1 Se2 V1,1
Ir1 Li2 Re1,1
Cd1 Cu2 Fe1,1
As1 Co2 Ir1,1
Ca1 Mg2 Os1,1
P1 W2 Zn1,1
Au1 Cr2 Ge1,1
Ag1 Mn2 Pd1,1
Mn1 Na2 W1,1
Fe1 P2 V1,1
Cl1 Ge2 Zn1,1
K1 Sb2 Te1,1
Be1 Se2 Si1,0
Br1 Hf2 Te1,1
Ga1 Li2 Ti1,1
Br1 Cu2 Ir1,1
Sr1 Ta2 Zn1,1
P1 V2 W1,1
Ir1 Si2 Zn1,1
Cd1 Hf2 Mn1,1
Ag1 As2 Sb1,1
Br1 Ca2 Sr1,1
Ca1 Co2 Cu1,1
Cd1 Sr2 Tc1,1
Fe1 Mg2 Pt1,1
Se1 Tc2 Ti1,1
Br1 P2 Re1,1
B1 Bi2 Zn1,1
Se1 Sn2 Sr1,1
Fe1 Pd2 Tc1,1
Ag1 Ir2 Zr1,1
Pt1 Ta2 Zr1,0
Li1 Pd2 Si1,0
B1 Co2 Te1,1
Hf1 Rh2 Tc1,1
K1 Nb2 Pd1,1
Ca1 Nb2 Tc1,1
Mg1 Sn2 Te1,1
Rh1 Sr2 Zr1,1
As1 Mn2 P1,1
Br1 Nb2 Si1,1
Ag1 Cl2 Sn1,1
Au1 Cu2 Hg1,1
Al1 Cu2 Ti1,1
Au1 Ge2 Hg1,1
Cr1 Os2 Si1,1
Be1 Nb2 Sb1,1
Cl1 Hf2 Nb1,1
Ca1 Hf2 P1,0
Hf1 K2 Mo1,1
Mn1 Nb2 Os1,1
In1 Pb2 Pt1,1
Br1 Hf2 Sb1,1
Bi1 K2 Pt1,1
Ba1 Br2 Cu1,1
Ca1 Cl2 In1,1
Ca1 Cl2 Ru1,1
Sn1 Sr2 V1,1
Be1 Cu2 P1,1
Pb1 Re2 W1,1
Ca1 Cr2 P1,1
Al1 Co2 Pd1,1
Al1 Re2 Zn1,1
Nb1 V2 Zn1,1
Ca1 Mn2 Pt1,1
Nb1 Sb2 Te1,1
Na1 Pd2 W1,1
Ag1 Re2 V1,1
Al1 Ca2 Na1,1
Ag1 B2 Ti1,1
Ca1 Cr2 Pt1,1
Ir1 Mo2 Se1,1
Cu1 Fe2 Re1,1
Be1 Ti2 V1,1
Mo1 Ni2 Rh1,1
P1 Ti2 Zn1,1
Hg1 Nb2 Zn1,1
Ir1 P2 Te1,1
B1 Os2 Re1,1
Ge1 Nb2 Zn1,1
Li1 Sr2 V1,1
B1 Br2 Ga1,1
Cl1 Ti2 Tl1,1
Bi1 Br2 Ca1,1
Ge1 Ir2 Mg1,1
Bi1 Mg2 Nb1,1
Hg1 Se2 Ti1,1
As1 Tc2 Ti1,1
Hg1 Nb2 P1,1
As1 Ni2 Sn1,1
Br1 Cd2 Mn1,1
Fe1 P2 Ti1,1
Cd1 V2 Zn1,1
As1 Au2 Re1,0
Mg1 Na2 Pd1,1
Be1 Pd2 Se1,1
Al1 Pt2 Ti1,1
Al1 Fe2 Mn1,1
In1 Mo2 Tc1,1
Cu1 K2 W1,1
Br1 Ni2 Tc1,1
Hf1 Se2 Sn1,1
Mo1 Sn2 Sr1,1
Cr1 Hf2 Ta1,1
Ag1 Cd2 Mn1,1
As1 Pt2 Sb1,1
Au1 Pb2 Ti1,1
Na1 Pb2 Te1,1
Cd1 Cu2 Ge1,1
Co1 Os2 Ta1,1
Mg1 Pd2 V1,1
Cu1 P2 W1,1
Ag1 B2 Sn1,1
Re1 W2 Zr1,1
Cu1 Pd2 W1,1
Br1 Pd2 Sb1,1
Cd1 Os2 Sr1,1
Ag1 Os2 Pb1,1
In1 Si2 Ta1,1
Ca1 Cl2 Na1,1
Ca1 Cu2 Hf1,1
Hg1 In2 Ni1,1
Cu1 Ir2 Rh1,1
As1 Cu2 Hg1,1
Hf1 W2 Zn1,1
Br1 Cl2 Zn1,1
Cd1 Hg2 Mn1,1
In1 Sn2 V1,1
K1 Mn2 Zn1,1
Ag1 Re2 W1,0
Be1 Ge2 Rh1,1
Be1 Pt2 Ta1,1
As1 Au2 Ti1,0
Ir1 Nb2 Ta1,1
Cd1 Fe2 Tc1,1
Cr1 Mg2 Zr1,1
Bi1 Cu2 Zn1,1
Al1 Ge2 K1,1
P1 Sn2 Tl1,1
Na1 Sr2 Tc1,1
Ca1 Tc2 Te1,1
Ga1 W2 Zn1,1
Br1 Re2 Sr1,1
Al1 Ni2 W1,1
Hg1 Tl2 Zn1,1
Mn1 Rh2 Tc1,1
Cr1 Fe2 W1,1
Ag1 Cd2 Hg1,1
Hf1 Hg2 Pd1,1
Rh1 Sb2 Se1,1
Ca1 Li2 Mo1,1
Al1 Hg2 Sr1,1
Au1 Pb2 Tl1,1
Bi1 Cu2 Mn1,1
Os1 Se2 V1,1
As1 Os2 Pd1,1
Au1 Br2 Ca1,1
Cu1 Ni2 Tl1,1
Cl1 In2 Mg1,1
Ca1 Hf2 Sn1,1
Ag1 Li2 P1,1
Ca1 Co2 Ni1,1
Cl1 Mg2 Si1,1
In1 Mn2 Zr1,1
Cr1 Mn2 P1,1
Be1 Hg2 Zr1,1
K1 Os2 Pb1,1
Ca1 Cr2 Pb1,1
Bi1 Nb2 Pb1,1
Cl1 Ni2 Zr1,1
Cd1 Ga2 Ni1,1
Pd1 Rh2 Sr1,1
Ba1 Fe2 Ru1,1
As1 Ga2 Li1,1
Ag1 Pb2 Tc1,1
In1 Te2 Tl1,0
Bi1 Rh2 Si1,1
As1 Cu2 Se1,1
Al1 Mo2 Ni1,1
Ca1 Cd2 Mg1,1
Bi1 Mn2 Ta1,1
Be1 Pt2 Zr1,1
Os1 Re2 W1,1
Be1 Ca2 Re1,1
Al1 Fe2 Ru1,1
Au1 Na2 Pd1,1
Cl1 Re2 Se1,1
Cr1 Cu2 Sb1,1
Al1 Re2 Se1,1
Ca1 Cd2 V1,1
Bi1 Fe2 P1,1
Hf1 Sn2 Tc1,1
Bi1 Ca2 P1,1
Ag1 Au2 P1,1
Br1 Sn2 Zn1,1
Bi1 Mn2 Tc1,1
P1 Sn2 Zn1,1
Hg1 Pd2 Ti1,1
Br1 Pt2 Sb1,1
Be1 Rh2 Zn1,1
K1 Pb2 Sr1,1
Be1 Hf2 Sr1,1
Cu1 In2 Pt1,1
Ag1 Ca2 Cr1,1
Li1 Os2 V1,1
Au1 Hg2 Ru1,1
Al1 Ir2 Sn1,1
Au1 P2 Zr1,1
Nb1 Te2 Ti1,1
Ir1 Sb2 Ti1,1
B1 Rh2 Te1,1
Au1 Cu2 K1,1
Br1 Ge2 Hg1,1
Ag1 Se2 Ti1,1
Mg1 Pd2 Sb1,1
Ir1 Se2 Tl1,1
Be1 Na2 Si1,1
Pb1 Si2 Tl1,1
Ga1 Hf2 Se1,1
Ni1 Ta2 Te1,1
Bi1 Sb2 Tc1,1
Fe1 Mo2 Se1,1
As1 Re2 Sn1,1
Cd1 Nb2 Te1,1
Be1 Br2 Te1,1
Ge1 Re2 V1,1
Ga1 Hg2 Pd1,1
Bi1 Li2 Sr1,1
Br1 Cl2 Ge1,1
Ga1 Pb2 Se1,1
Hf1 V2 Zr1,1
Be1 Pd2 Pt1,1
Ga1 Mo2 Pt1,1
K1 Mg2 Zn1,1
Ni1 Pb2 Re1,1
Hg1 Pb2 Ti1,1
Ag1 Sr2 V1,1
Fe1 Mg2 W1,1
Ca1 Li2 Pt1,1
Br1 Mn2 Pd1,1
Al1 Ir2 Li1,1
Cd1 Sn2 Tl1,1
Br1 Sr2 Tc1,1
Cu1 Ga2 Li1,1
Cd1 Cl2 Sb1,1
As1 Tl2 Zn1,1
B1 Cu2 Rh1,1
Co1 Fe2 Si1,1
In1 Mg2 Mo1,1
Bi1 Cd2 Re1,1
Ge1 Nb2 P1,1
Mg1 Pt2 Sb1,1
Cu1 In2 Mn1,1
Nb1 Sb2 V1,1
Cr1 Nb2 Te1,0
Ba1 Be2 Pt1,1
Mo1 Ru2 Si1,1
Mg1 Si2 V1,1
In1 K2 Zr1,1
Co1 Nb2 Ru1,1
Bi1 Ca2 Sb1,1
As1 Ca2 Zn1,1
Ag1 Au2 Ca1,1
Co1 Li2 Nb1,1
Li1 Se2 Zr1,1
Co1 Mn2 Pd1,1
Au1 Ge2 Pb1,1
Au1 Hg2 In1,1
Bi1 Ge2 Pt1,1
Ge1 Pb2 Ta1,1
Ag1 Ga2 Re1,1
Pb1 Rh2 Tl1,1
Au1 Mg2 W1,1
Cu1 Pt2 Se1,1
Al1 As2 V1,1
Al1 As2 Ru1,1
Al1 P2 Se1,1
Au1 Ca2 K1,1
Li1 Rh2 Ta1,1
Cr1 Hg2 Pb1,1
B1 Ca2 Ru1,1
Ta1 Tl2 V1,1
Al1 Se2 Zn1,1
Ga1 Hg2 Zr1,1
Br1 Pt2 Se1,1
Ni1 Pb2 Zn1,1
B1 Cd2 Rh1,1
Al1 Ca2 Se1,1
B1 Ru2 Sr1,1
Co1 Tc2 Ti1,1
Al1 Cr2 Hf1,1
Hf1 Ir2 Te1,1
Cr1 Ta2 Ti1,1
Cr1 Os2 Zn1,1
Ag1 Ir2 Mn1,1
Ga1 Ni2 Zr1,1
Mo1 Nb2 Tc1,1
Ba1 Ir2 Ru1,1
As1 Sb2 Se1,1
Ir1 Pb2 Zn1,1
Be1 Fe2 Tl1,1
Al1 Bi2 Zn1,1
Al1 Cl2 Re1,1
Pt1 Ta2 W1,1
Al1 Hg2 Pd1,1
Be1 Mn2 Na1,1
Ag1 Cr2 In1,1
Ni1 Sr2 Ti1,1
Cr1 Re2 Zr1,1
Hg1 Ta2 Tl1,1
Ag1 Au2 Br1,1
Mo1 Pd2 Sr1,1
Cr1 P2 Ti1,1
Mn1 Pd2 Si1,1
Bi1 Pb2 Sn1,1
Ag1 Al2 Pd1,1
Fe1 Mo2 Zr1,1
Li1 Rh2 Si1,1
Au1 Li2 V1,1
Cr1 Sr2 Te1,1
B1 Os2 Pd1,1
Be1 Hg2 V1,1
Re1 Se2 Zr1,1
Fe1 K2 Pb1,1
In1 P2 Ta1,1
Ag1 Sb2 W1,1
Os1 Pt2 Tc1,1
Co1 Rh2 V1,1
Bi1 Pt2 Ti1,1
Ru1 Te2 Zr1,1
Cl1 Ni2 Re1,1
Cu1 Os2 W1,1
Ba1 Na2 Si1,1
Ge1 Pb2 Zr1,1
Be1 Li2 Zn1,1
As1 Hf2 Pd1,0
Ba1 Ni2 Tl1,1
Mn1 Pb2 Sb1,1
Cu1 Re2 Sb1,1
Cd1 Se2 Sn1,1
Hf1 Ni2 Ta1,1
As1 Pb2 Pt1,1
Sn1 Tc2 Zn1,1
B1 Ni2 Pb1,1
Bi1 Sn2 W1,1
Be1 Cr2 Ta1,1
Co1 Cu2 Mn1,1
Al1 Ca2 Tl1,1
Ir1 Pb2 Tc1,1
Ir1 Sr2 W1,1
Au1 Fe2 Zn1,1
Au1 Cu2 Te1,1
Al1 Os2 Tc1,1
Ga1 Hf2 Re1,1
Bi1 Nb2 Zn1,1
Bi1 Mo2 Sb1,1
Ni1 Ru2 W1,1
Au1 Sb2 Zr1,1
Ba1 K2 Pt1,1
Ga1 Mg2 Re1,1
Br1 Cd2 Na1,1
Bi1 Co2 Tl1,1
Ni1 Re2 Tl1,1
Au1 K2 Mn1,1
Mo1 Na2 Si1,1
Be1 Mo2 Ta1,1
Cr1 Fe2 Hg1,1
Rh1 Ru2 V1,1
Ca1 K2 Mg1,1
B1 Cr2 Sb1,1
Hf1 Ru2 Sb1,1
Br1 Co2 Re1,1
Rh1 Se2 Tl1,0
Ag1 In2 Pd1,1
Ir1 Nb2 Re1,1
Ag1 Os2 V1,1
Ir1 P2 Re1,1
Mn1 P2 Zr1,1
Bi1 Fe2 Hg1,1
Al1 Ge2 Tl1,1
Al1 Ba2 Rh1,1
Ge1 Os2 Pb1,1
Br1 P2 Se1,1
Al1 Ga2 In1,1
As1 Pt2 Zn1,1
B1 Hf2 Ni1,1
Ga1 Na2 V1,1
In1 Re2 Tl1,1
Hg1 K2 Rh1,1
Ga1 Ni2 W1,1
As1 Sr2 Tc1,1
Ir1 K2 W1,1
As1 Mn2 Zn1,1
Cd1 K2 Si1,1
Nb1 V2 Zr1,1
Cr1 Ir2 Nb1,1
Cd1 Nb2 Sb1,1
Br1 Te2 V1,1
Mn1 Na2 Sn1,1
Bi1 Os2 Rh1,1
Ag1 Mn2 Sb1,1
Ba1 Na2 P1,1
Be1 Co2 Hf1,1
Cr1 Ga2 Ge1,1
Fe1 Ir2 Os1,1
In1 Mn2 Sr1,1
Ba1 Hg2 Pd1,1
Mg1 Re2 Zn1,1
Ba1 Re2 V1,1
P1 Pb2 Ru1,1
Ag1 Rh2 Tc1,1
Cr1 Ir2 Re1,1
Cl1 P2 Si1,1
Mo1 Re2 Rh1,1
P1 Pb2 Rh1,1
Ag1 Be2 Ta1,1
Ni1 Se2 Ti1,1
As1 Os2 Sb1,1
Na1 Pb2 Ti1,1
Ca1 Mg2 Sn1,1
Pd1 Pt2 Si1,1
Hg1 Mo2 Ni1,1
Br1 K2 Tl1,1
Al1 Pt2 Si1,1
Ag1 Ir2 Ta1,1
Bi1 Hf2 Mn1,1
Ag1 Ru2 Sn1,1
Ga1 Os2 V1,1
Ca1 In2 W1,1
Br1 Cu2 Fe1,1
Br1 Cr2 Os1,1
Be1 Mg2 Re1,1
Co1 Ni2 Zn1,1
Li1 Na2 Sb1,1
Ba1 Se2 Ta1,1
Fe1 Ge2 Ru1,1
Ag1 As2 In1,1
Rh1 Ta2 Zn1,1
Ag1 Ca2 Cd1,1
Cl1 Re2 Si1,1
Co1 Pd2 Tc1,1
Na1 Si2 W1,1
Bi1 Pt2 Rh1,1
Ag1 Co2 Te1,1
Be1 Cr2 Nb1,1
Cu1 Ga2 Pt1,1
Al1 Ru2 Ti1,1
Au1 Os2 Si1,1
Be1 Bi2 Zr1,1
Hf1 Nb2 Ru1,1
Ba1 Te2 Zn1,1
Cd1 Li2 Sb1,1
Pd1 Re2 Tc1,1
Ca1 Cd2 Cu1,1
Ba1 Br2 Cd1,1
Bi1 Ir2 Li1,1
Na1 Sr2 Zr1,1
P1 Pd2 Tc1,1
Be1 Ir2 Se1,1
Hf1 Os2 Ta1,1
As1 Br2 Na1,1
Li1 Sb2 Ta1,1
Os1 P2 Te1,1
Mg1 Os2 Zr1,1
Ag1 Fe2 Nb1,1
Re1 Rh2 Se1,1
Ag1 Co2 Mo1,1
Ge1 Re2 Se1,1
Au1 Co2 Na1,1
Ag1 K2 Na1,1
Be1 Mo2 W1,1
Na1 Tl2 Zr1,1
Cl1 Li2 Si1,1
Hf1 K2 Ti1,1
Cu1 Os2 Ru1,1
Ag1 Na2 Ni1,1
P1 Tc2 Ti1,1
As1 Cd2 Rh1,1
Al1 Au2 Be1,1
Al1 Be2 Pb1,1
B1 Si2 Tl1,1
Mg1 V2 Zn1,1
Be1 Ir2 Li1,1
Nb1 Ru2 Zn1,1
Ca1 Se2 Tl1,1
Br1 Co2 Li1,1
In1 Sn2 Ta1,1
Ba1 Cr2 W1,1
Ca1 Ga2 Na1,1
Ge1 Hg2 Na1,1
Bi1 Cu2 Re1,1
Li1 Pt2 W1,0
Co1 Si2 Zn1,1
Ag1 Sb2 Zn1,1
Ca1 Se2 V1,1
Cu1 Sn2 Tl1,1
Bi1 Ga2 Si1,1
Al1 Br2 Nb1,1
Ga1 Ir2 Se1,1
Cd1 Fe2 W1,1
As1 Pb2 Se1,1
Br1 Co2 P1,1
Be1 Mn2 Se1,1
B1 Mo2 Zn1,1
Na1 Sb2 Sr1,1
Ni1 Sn2 Sr1,1
As1 Os2 Tl1,1
Bi1 Fe2 In1,1
Li1 Ru2 Tl1,0
Hf1 Ta2 V1,1
Ca1 Ga2 Hg1,1
Cr1 Cu2 W1,1
Ba1 Bi2 Ru1,1
Ag1 B2 Ta1,1
K1 Se2 Sr1,1
As1 Au2 Pb1,1
Na1 Pd2 Tl1,1
Ag1 Cr2 Mg1,1
Ag1 Fe2 Pd1,1
Cd1 Na2 Rh1,1
As1 Be2 K1,1
K1 Nb2 Re1,1
B1 Sb2 Zn1,1
Ag1 Bi2 Ti1,1
Sb1 Ta2 Te1,1
Cd1 Mn2 Ni1,1
Ga1 Mo2 Na1,1
B1 Mn2 Tc1,1
Cd1 Pb2 Si1,1
B1 Cd2 Hf1,1
P1 Ti2 W1,1
Bi1 Ca2 Mn1,1
Mo1 Ni2 Ti1,1
Au1 Rh2 Ru1,0
Au1 Ca2 Sr1,1
Ru1 Si2 Te1,1
As1 Nb2 Rh1,1
Bi1 Ca2 Pb1,1
Ag1 Hg2 In1,1
As1 Mn2 Tc1,1
Be1 Cr2 Zn1,1
B1 Sb2 Se1,1
Pb1 Ta2 Tc1,1
Bi1 Hf2 Rh1,1
Fe1 Ru2 Ta1,1
Br1 Ge2 V1,1
Pb1 Re2 Se1,1
B1 Cl2 Zr1,1
Ir1 Li2 V1,1
Br1 Nb2 Pb1,1
Cd1 Zn2 Zr1,1
Ge1 In2 W1,1
Ga1 Mn2 Te1,1
Bi1 Br2 Ge1,1
Cd1 Pb2 Ti1,1
Nb1 Ru2 Te1,1
Ba1 P2 Zr1,1
Al1 Ni2 Ta1,1
In1 Pd2 Ru1,1
Hf1 Mo2 Nb1,1
Ir1 Na2 Rh1,1
In1 Mg2 Si1,0
Mn1 Mo2 Ti1,1
Al1 Cl2 Cu1,1
Ba1 Ni2 V1,1
B1 Re2 Se1,1
Ba1 Bi2 Mg1,1
Al1 Li2 Se1,1
Cd1 Fe2 Pb1,1
Ge1 Se2 Si1,1
Al1 P2 Zn1,1
K1 Mg2 Ta1,1
Ir1 Pb2 Tl1,1
Hf1 Nb2 Sr1,1
Co1 Re2 W1,1
Pd1 Ru2 Si1,1
Co1 Se2 Si1,1
Ge1 In2 Ti1,1
Co1 Cr2 Ir1,1
Ba1 Co2 W1,1
Ag1 Tl2 W1,1
Hg1 Mn2 Tc1,1
B1 Bi2 Ca1,1
Cr1 Cu2 Nb1,1
Ag1 Nb2 Sr1,1
As1 Br2 Mn1,1
Ir1 P2 Sn1,1
Co1 Pd2 Si1,1
Mn1 P2 Tc1,1
Pt1 Ta2 Te1,1
Au1 Hg2 Sb1,1
Ga1 Rh2 Ta1,1
Ba1 Rh2 Ru1,1
As1 Br2 Zr1,1
P1 Ru2 W1,1
Mo1 Re2 Zn1,1
In1 Na2 Tc1,1
Au1 Be2 Ga1,1
Au1 Bi2 Ge1,1
Fe1 Li2 W1,1
Au1 Be2 Nb1,1
Ge1 Os2 Tc1,1
Ag1 As2 P1,1
Pb1 Pt2 Ru1,1
Bi1 Cd2 Se1,1
As1 Hf2 Te1,1
Ag1 B2 K1,1
K1 Mg2 Pd1,1
Bi1 Li2 Zn1,1
Cd1 Ga2 Hg1,1
Ga1 Mg2 Zr1,1
Al1 Au2 Rh1,1
Co1 Ga2 Hf1,1
Br1 Cu2 Mg1,1
Mn1 Nb2 Te1,1
Au1 B2 Ca1,1
Ba1 Fe2 Ga1,1
Ir1 Na2 Pt1,1
As1 B2 Cl1,1
As1 Si2 V1,1
Bi1 Ca2 Fe1,1
As1 Cd2 Pd1,1
Br1 Si2 V1,1
Au1 Cl2 P1,1
Au1 Mo2 Tc1,1
Ag1 Be2 Rh1,1
Ca1 Ga2 Hf1,1
Co1 Sr2 V1,1
Co1 Hg2 Se1,1
Cd1 Co2 Pb1,1
Pb1 Sn2 Zn1,1
Ba1 Hg2 W1,1
B1 Bi2 Cr1,1
Al1 B2 Rh1,1
Ca1 Cr2 Nb1,0
